1	1	_timescaledb_internal	_hyper_1_1_chunk	\N	f	0	f	2025-05-14 11:44:20.485516+02
2	1	_timescaledb_internal	_hyper_1_2_chunk	\N	f	0	f	2025-05-16 12:28:22.540309+02
3	1	_timescaledb_internal	_hyper_1_3_chunk	\N	f	0	f	2025-08-13 13:37:59.474465+02
\.


