1	1	constraint_1	\N
1	\N	1_1_measurements_pkey	measurements_pkey
1	\N	1_2_sensors	sensors
2	2	constraint_2	\N
2	\N	2_3_measurements_pkey	measurements_pkey
2	\N	2_4_sensors	sensors
3	3	constraint_3	\N
3	\N	3_5_measurements_pkey	measurements_pkey
3	\N	3_6_sensors	sensors
\.


