d580ca85-1634-44d3-8d15-c49261d35d3e	SOEG-L-Q30-P-A-S-2L	1	0	0ba4083c-44d6-49a0-87c1-a649e53fe0bd	\N
f0889689-8fe0-4cbb-8a38-84f2ebd0a245	ACS758LCB-050B-PFF-T	16384	0	08f8a98a-b764-4b07-9295-13f06c6a8d6c	\N
\.


