2025-05-14 08:53:24.394+02	1	2771
2025-05-14 08:53:24.395+02	2	0
2025-05-14 08:53:24.395+02	3	0
2025-05-14 08:53:24.415+02	1	2772
2025-05-14 08:53:24.416+02	2	0
2025-05-14 08:53:24.416+02	3	0
2025-05-14 08:53:24.435+02	1	2771
2025-05-14 08:53:24.436+02	2	0
2025-05-14 08:53:24.436+02	3	0
2025-05-14 08:53:24.453+02	1	2771
2025-05-14 08:53:24.454+02	2	0
2025-05-14 08:53:24.454+02	3	0
2025-05-14 08:53:24.475+02	1	2772
2025-05-14 08:53:24.476+02	2	0
2025-05-14 08:53:24.476+02	3	0
2025-05-14 08:53:24.491+02	1	2771
2025-05-14 08:53:24.492+02	2	0
2025-05-14 08:53:24.492+02	3	0
2025-05-14 08:53:24.513+02	1	2771
2025-05-14 08:53:24.514+02	2	0
2025-05-14 08:53:24.514+02	3	0
2025-05-14 08:53:24.531+02	1	2771
2025-05-14 08:53:24.532+02	2	0
2025-05-14 08:53:24.532+02	3	0
2025-05-14 08:53:24.551+02	1	2771
2025-05-14 08:53:24.551+02	2	0
2025-05-14 08:53:24.551+02	3	0
2025-05-14 08:53:24.571+02	1	2771
2025-05-14 08:53:24.571+02	2	0
2025-05-14 08:53:24.571+02	3	0
2025-05-14 08:53:24.59+02	1	2771
2025-05-14 08:53:24.59+02	2	0
2025-05-14 08:53:24.59+02	3	0
2025-05-14 08:53:24.606+02	1	2773
2025-05-14 08:53:24.607+02	2	0
2025-05-14 08:53:24.607+02	3	0
2025-05-14 08:53:24.628+02	1	2770
2025-05-14 08:53:24.628+02	2	0
2025-05-14 08:53:24.628+02	3	0
2025-05-14 08:53:24.649+02	1	2771
2025-05-14 08:53:24.65+02	2	0
2025-05-14 08:53:24.65+02	3	0
2025-05-14 08:53:24.667+02	1	2771
2025-05-14 08:53:24.668+02	2	0
2025-05-14 08:53:24.668+02	3	0
2025-05-14 08:53:24.688+02	1	2771
2025-05-14 08:53:24.689+02	2	0
2025-05-14 08:53:24.689+02	3	0
2025-05-14 08:53:24.704+02	1	2772
2025-05-14 08:53:24.704+02	2	0
2025-05-14 08:53:24.704+02	3	0
2025-05-14 08:53:24.723+02	1	2772
2025-05-14 08:53:24.724+02	2	0
2025-05-14 08:53:24.724+02	3	0
2025-05-14 08:53:24.742+02	1	2771
2025-05-14 08:53:24.743+02	2	0
2025-05-14 08:53:24.743+02	3	0
2025-05-14 08:53:24.762+02	1	2770
2025-05-14 08:53:24.763+02	2	0
2025-05-14 08:53:24.763+02	3	0
2025-05-14 08:53:24.781+02	1	2770
2025-05-14 08:53:24.782+02	2	0
2025-05-14 08:53:24.782+02	3	0
2025-05-14 08:53:24.799+02	1	2772
2025-05-14 08:53:24.8+02	2	0
2025-05-14 08:53:24.8+02	3	0
2025-05-14 08:53:24.837+02	1	2773
2025-05-14 08:53:24.838+02	2	0
2025-05-14 08:53:24.838+02	3	0
2025-05-14 08:53:24.856+02	1	2771
2025-05-14 08:53:24.857+02	2	0
2025-05-14 08:53:24.857+02	3	0
2025-05-14 08:53:24.875+02	1	2771
2025-05-14 08:53:24.876+02	2	0
2025-05-14 08:53:24.876+02	3	0
2025-05-14 08:53:24.894+02	1	2771
2025-05-14 08:53:24.894+02	2	0
2025-05-14 08:53:24.894+02	3	0
2025-05-14 08:53:24.909+02	1	2772
2025-05-14 08:53:24.91+02	2	0
2025-05-14 08:53:24.91+02	3	0
2025-05-14 08:53:24.968+02	1	2771
2025-05-14 08:53:24.969+02	2	0
2025-05-14 08:53:24.969+02	3	0
2025-05-14 08:53:24.989+02	1	2770
2025-05-14 08:53:24.99+02	2	0
2025-05-14 08:53:24.99+02	3	0
2025-05-14 08:53:25.005+02	1	2770
2025-05-14 08:53:25.006+02	2	0
2025-05-14 08:53:25.006+02	3	0
2025-05-14 08:53:25.051+02	1	2771
2025-05-14 08:53:25.052+02	2	0
2025-05-14 08:53:25.052+02	3	0
2025-05-14 08:53:25.072+02	1	2768
2025-05-14 08:53:25.073+02	2	0
2025-05-14 08:53:25.073+02	3	0
2025-05-14 08:53:25.091+02	1	2768
2025-05-14 08:53:25.092+02	2	0
2025-05-14 08:53:25.092+02	3	0
2025-05-14 08:53:25.107+02	1	2768
2025-05-14 08:53:25.108+02	2	0
2025-05-14 08:53:25.108+02	3	0
2025-05-14 08:53:25.172+02	1	2769
2025-05-14 08:53:25.173+02	2	0
2025-05-14 08:53:25.173+02	3	0
2025-05-14 08:53:25.192+02	1	2768
2025-05-14 08:53:25.193+02	2	0
2025-05-14 08:53:25.193+02	3	0
2025-05-14 08:53:25.209+02	1	2767
2025-05-14 08:53:25.21+02	2	0
2025-05-14 08:53:25.21+02	3	0
2025-05-14 08:53:25.255+02	1	2767
2025-05-14 08:53:25.255+02	2	0
2025-05-14 08:53:25.255+02	3	0
2025-05-14 08:53:25.275+02	1	2765
2025-05-14 08:53:25.276+02	2	0
2025-05-14 08:53:25.276+02	3	0
2025-05-14 08:53:25.295+02	1	2764
2025-05-14 08:53:25.296+02	2	0
2025-05-14 08:53:25.296+02	3	0
2025-05-14 08:53:25.31+02	1	2764
2025-05-14 08:53:25.312+02	2	0
2025-05-14 08:53:25.312+02	3	0
2025-05-14 08:53:25.368+02	1	2760
2025-05-14 08:53:25.369+02	2	0
2025-05-14 08:53:25.369+02	3	0
2025-05-14 08:53:25.387+02	1	2759
2025-05-14 08:53:25.388+02	2	0
2025-05-14 08:53:25.388+02	3	0
2025-05-14 08:53:25.405+02	1	2758
2025-05-14 08:53:25.406+02	2	0
2025-05-14 08:53:25.406+02	3	0
2025-05-14 08:53:25.421+02	1	2759
2025-05-14 08:53:25.422+02	2	0
2025-05-14 08:53:25.422+02	3	0
2025-05-14 08:53:25.443+02	1	2756
2025-05-14 08:53:25.444+02	2	0
2025-05-14 08:53:25.444+02	3	0
2025-05-14 08:53:25.461+02	1	2755
2025-05-14 08:53:25.462+02	2	0
2025-05-14 08:53:25.462+02	3	0
2025-05-14 08:53:25.481+02	1	2756
2025-05-14 08:53:25.482+02	2	0
2025-05-14 08:53:25.482+02	3	0
2025-05-14 08:53:25.501+02	1	2755
2025-05-14 08:53:25.502+02	2	0
2025-05-14 08:53:25.502+02	3	0
2025-05-14 08:53:25.517+02	1	2755
2025-05-14 08:53:25.518+02	2	0
2025-05-14 08:53:25.518+02	3	0
2025-05-14 08:53:25.533+02	1	2756
2025-05-14 08:53:25.534+02	2	0
2025-05-14 08:53:25.534+02	3	0
2025-05-14 08:53:25.553+02	1	2753
2025-05-14 08:53:25.554+02	2	0
2025-05-14 08:53:25.554+02	3	0
2025-05-14 08:53:25.57+02	1	2752
2025-05-14 08:53:25.571+02	2	0
2025-05-14 08:53:25.571+02	3	0
2025-05-14 08:53:25.585+02	1	2754
2025-05-14 08:53:25.586+02	2	0
2025-05-14 08:53:25.586+02	3	0
2025-05-14 08:53:25.611+02	1	2752
2025-05-14 08:53:25.611+02	2	0
2025-05-14 08:53:25.611+02	3	0
2025-05-14 08:53:25.626+02	1	2753
2025-05-14 08:53:25.627+02	2	0
2025-05-14 08:53:25.627+02	3	0
2025-05-14 08:53:25.646+02	1	2752
2025-05-14 08:53:25.647+02	2	0
2025-05-14 08:53:25.647+02	3	0
2025-05-14 08:53:25.665+02	1	2751
2025-05-14 08:53:25.666+02	2	0
2025-05-14 08:53:25.666+02	3	0
2025-05-14 08:53:25.685+02	1	2752
2025-05-14 08:53:25.686+02	2	0
2025-05-14 08:53:25.686+02	3	0
2025-05-14 08:53:25.705+02	1	2751
2025-05-14 08:53:25.706+02	2	0
2025-05-14 08:53:25.706+02	3	0
2025-05-14 08:53:25.721+02	1	2752
2025-05-14 08:53:25.723+02	2	0
2025-05-14 08:53:25.723+02	3	0
2025-05-14 08:53:25.74+02	1	2753
2025-05-14 08:53:25.741+02	2	0
2025-05-14 08:53:25.741+02	3	0
2025-05-14 08:53:25.76+02	1	2750
2025-05-14 08:53:25.761+02	2	0
2025-05-14 08:53:25.761+02	3	0
2025-05-14 08:53:25.779+02	1	2752
2025-05-14 08:53:25.78+02	2	0
2025-05-14 08:53:25.78+02	3	0
2025-05-14 08:53:25.799+02	1	2753
2025-05-14 08:53:25.8+02	2	0
2025-05-14 08:53:25.8+02	3	0
2025-05-14 08:53:25.817+02	1	2754
2025-05-14 08:53:25.818+02	2	0
2025-05-14 08:53:25.818+02	3	0
2025-05-14 08:53:25.834+02	1	2755
2025-05-14 08:53:25.85+02	2	0
2025-05-14 08:53:25.85+02	3	0
2025-05-14 08:53:25.87+02	1	2755
2025-05-14 08:53:25.871+02	2	0
2025-05-14 08:53:25.871+02	3	0
2025-05-14 08:53:25.89+02	1	2755
2025-05-14 08:53:25.891+02	2	0
2025-05-14 08:53:25.891+02	3	0
2025-05-14 08:53:25.91+02	1	2756
2025-05-14 08:53:25.911+02	2	0
2025-05-14 08:53:25.911+02	3	0
2025-05-14 08:53:25.927+02	1	2759
2025-05-14 08:53:25.928+02	2	0
2025-05-14 08:53:25.928+02	3	0
2025-05-14 08:53:25.944+02	1	2760
2025-05-14 08:53:25.945+02	2	0
2025-05-14 08:53:25.945+02	3	0
2025-05-14 08:53:25.962+02	1	2759
2025-05-14 08:53:25.963+02	2	0
2025-05-14 08:53:25.963+02	3	0
2025-05-14 08:53:25.977+02	1	2761
2025-05-14 08:53:25.978+02	2	0
2025-05-14 08:53:25.978+02	3	0
2025-05-14 08:53:25.993+02	1	2760
2025-05-14 08:53:25.994+02	2	0
2025-05-14 08:53:25.994+02	3	0
2025-05-14 08:53:26.01+02	1	2760
2025-05-14 08:53:26.011+02	2	0
2025-05-14 08:53:26.011+02	3	0
2025-05-14 08:53:26.026+02	1	2761
2025-05-14 08:53:26.027+02	2	0
2025-05-14 08:53:26.027+02	3	0
2025-05-14 08:53:26.043+02	1	2761
2025-05-14 08:53:26.043+02	2	0
2025-05-14 08:53:26.043+02	3	0
2025-05-14 08:53:26.059+02	1	2762
2025-05-14 08:53:26.06+02	2	0
2025-05-14 08:53:26.06+02	3	0
2025-05-14 08:53:26.076+02	1	2762
2025-05-14 08:53:26.076+02	2	0
2025-05-14 08:53:26.076+02	3	0
2025-05-14 08:53:26.092+02	1	2762
2025-05-14 08:53:26.092+02	2	0
2025-05-14 08:53:26.092+02	3	0
2025-05-14 08:53:26.108+02	1	2762
2025-05-14 08:53:26.109+02	2	0
2025-05-14 08:53:26.109+02	3	0
2025-05-14 08:53:26.124+02	1	2762
2025-05-14 08:53:26.125+02	2	0
2025-05-14 08:53:26.125+02	3	0
2025-05-14 08:53:26.141+02	1	2763
2025-05-14 08:53:26.142+02	2	0
2025-05-14 08:53:26.142+02	3	0
2025-05-14 08:53:26.158+02	1	2764
2025-05-14 08:53:26.158+02	2	0
2025-05-14 08:53:26.158+02	3	0
2025-05-14 08:53:26.174+02	1	2764
2025-05-14 08:53:26.175+02	2	0
2025-05-14 08:53:26.175+02	3	0
2025-05-14 08:53:26.191+02	1	2765
2025-05-14 08:53:26.191+02	2	0
2025-05-14 08:53:26.191+02	3	0
2025-05-14 08:53:26.207+02	1	2766
2025-05-14 08:53:26.207+02	2	0
2025-05-14 08:53:26.207+02	3	0
2025-05-14 08:53:26.223+02	1	2766
2025-05-14 08:53:26.223+02	2	0
2025-05-14 08:53:26.223+02	3	0
2025-05-14 08:53:26.238+02	1	2768
2025-05-14 08:53:26.25+02	2	0
2025-05-14 08:53:26.25+02	3	0
2025-05-14 08:53:26.269+02	1	2768
2025-05-14 08:53:26.27+02	2	0
2025-05-14 08:53:26.27+02	3	0
2025-05-14 08:53:26.284+02	1	2768
2025-05-14 08:53:26.285+02	2	0
2025-05-14 08:53:26.285+02	3	0
2025-05-14 08:53:26.3+02	1	2767
2025-05-14 08:53:26.3+02	2	0
2025-05-14 08:53:26.3+02	3	0
2025-05-14 08:53:26.315+02	1	2769
2025-05-14 08:53:26.317+02	2	0
2025-05-14 08:53:26.317+02	3	0
2025-05-14 08:53:26.332+02	1	2769
2025-05-14 08:53:26.333+02	2	0
2025-05-14 08:53:26.333+02	3	0
2025-05-14 08:53:26.459+02	1	2771
2025-05-14 08:53:26.46+02	2	0
2025-05-14 08:53:26.46+02	3	0
2025-05-14 08:53:27.63+02	1	2746
2025-05-14 08:53:27.631+02	2	0
2025-05-14 08:53:27.631+02	3	0
2025-05-14 08:53:27.645+02	1	2746
2025-05-14 08:53:27.646+02	2	0
2025-05-14 08:53:27.646+02	3	0
2025-05-14 08:53:27.661+02	1	2745
2025-05-14 08:53:27.662+02	2	0
2025-05-14 08:53:27.662+02	3	0
2025-05-14 08:53:27.727+02	1	2746
2025-05-14 08:53:27.728+02	2	0
2025-05-14 08:53:27.728+02	3	0
2025-05-14 08:53:27.745+02	1	2744
2025-05-14 08:53:27.746+02	2	0
2025-05-14 08:53:27.746+02	3	0
2025-05-14 08:53:27.763+02	1	2743
2025-05-14 08:53:27.764+02	2	0
2025-05-14 08:53:27.764+02	3	0
2025-05-14 08:53:27.78+02	1	2745
2025-05-14 08:53:27.781+02	2	0
2025-05-14 08:53:27.781+02	3	0
2025-05-14 08:53:27.847+02	1	2745
2025-05-14 08:53:27.848+02	2	0
2025-05-14 08:53:27.848+02	3	0
2025-05-14 08:53:27.865+02	1	2744
2025-05-14 08:53:27.865+02	2	0
2025-05-14 08:53:27.865+02	3	0
2025-05-14 08:53:27.88+02	1	2745
2025-05-14 08:53:27.881+02	2	0
2025-05-14 08:53:27.881+02	3	0
2025-05-14 08:53:27.946+02	1	2744
2025-05-14 08:53:27.947+02	2	0
2025-05-14 08:53:27.947+02	3	0
2025-05-14 08:53:27.965+02	1	2743
2025-05-14 08:53:27.966+02	2	0
2025-05-14 08:53:27.966+02	3	0
2025-05-14 08:53:27.981+02	1	2745
2025-05-14 08:53:27.981+02	2	0
2025-05-14 08:53:27.981+02	3	0
2025-05-14 08:53:28.016+02	1	2745
2025-05-14 08:53:28.016+02	2	0
2025-05-14 08:53:28.016+02	3	0
2025-05-14 08:53:28.035+02	1	2744
2025-05-14 08:53:28.036+02	2	0
2025-05-14 08:53:28.036+02	3	0
2025-05-14 08:53:28.054+02	1	2743
2025-05-14 08:53:28.055+02	2	0
2025-05-14 08:53:28.055+02	3	0
2025-05-14 08:53:28.072+02	1	2744
2025-05-14 08:53:28.072+02	2	0
2025-05-14 08:53:28.072+02	3	0
2025-05-14 08:53:28.088+02	1	2745
2025-05-14 08:53:28.111+02	2	0
2025-05-14 08:53:28.111+02	3	0
2025-05-14 08:53:28.129+02	1	2745
2025-05-14 08:53:28.129+02	2	0
2025-05-14 08:53:28.129+02	3	0
2025-05-14 08:53:28.15+02	1	2743
2025-05-14 08:53:28.151+02	2	0
2025-05-14 08:53:28.151+02	3	0
2025-05-14 08:53:28.17+02	1	2744
2025-05-14 08:53:28.171+02	2	0
2025-05-14 08:53:28.171+02	3	0
2025-05-14 08:53:28.186+02	1	2745
2025-05-14 08:53:28.187+02	2	0
2025-05-14 08:53:28.187+02	3	0
2025-05-14 08:53:28.217+02	1	2744
2025-05-14 08:53:28.217+02	2	0
2025-05-14 08:53:28.217+02	3	0
2025-05-14 08:53:28.235+02	1	2743
2025-05-14 08:53:28.236+02	2	0
2025-05-14 08:53:28.236+02	3	0
2025-05-14 08:53:28.254+02	1	2744
2025-05-14 08:53:28.255+02	2	0
2025-05-14 08:53:28.255+02	3	0
2025-05-14 08:53:28.273+02	1	2745
2025-05-14 08:53:28.274+02	2	0
2025-05-14 08:53:28.274+02	3	0
2025-05-14 08:53:28.289+02	1	2746
2025-05-14 08:53:28.29+02	2	0
2025-05-14 08:53:28.29+02	3	0
2025-05-14 08:53:28.324+02	1	2747
2025-05-14 08:53:28.325+02	2	0
2025-05-14 08:53:28.325+02	3	0
2025-05-14 08:53:28.343+02	1	2747
2025-05-14 08:53:28.344+02	2	0
2025-05-14 08:53:28.344+02	3	0
2025-05-14 08:53:28.363+02	1	2748
2025-05-14 08:53:28.364+02	2	0
2025-05-14 08:53:28.364+02	3	0
2025-05-14 08:53:28.381+02	1	2748
2025-05-14 08:53:28.382+02	2	0
2025-05-14 08:53:28.382+02	3	0
2025-05-14 08:53:28.397+02	1	2750
2025-05-14 08:53:28.406+02	2	0
2025-05-14 08:53:28.406+02	3	0
2025-05-14 08:53:28.425+02	1	2749
2025-05-14 08:53:28.425+02	2	0
2025-05-14 08:53:28.425+02	3	0
2025-05-14 08:53:28.448+02	1	2750
2025-05-14 08:53:28.449+02	2	0
2025-05-14 08:53:28.449+02	3	0
2025-05-14 08:53:28.468+02	1	2750
2025-05-14 08:53:28.469+02	2	0
2025-05-14 08:53:28.469+02	3	0
2025-05-14 08:53:28.485+02	1	2751
2025-05-14 08:53:28.486+02	2	0
2025-05-14 08:53:28.486+02	3	0
2025-05-14 08:53:28.517+02	1	2753
2025-05-14 08:53:28.518+02	2	0
2025-05-14 08:53:28.518+02	3	0
2025-05-14 08:53:28.536+02	1	2753
2025-05-14 08:53:28.536+02	2	0
2025-05-14 08:53:28.536+02	3	0
2025-05-14 08:53:28.555+02	1	2754
2025-05-14 08:53:28.556+02	2	0
2025-05-14 08:53:28.556+02	3	0
2025-05-14 08:53:28.576+02	1	2754
2025-05-14 08:53:28.577+02	2	0
2025-05-14 08:53:28.577+02	3	0
2025-05-14 08:53:28.592+02	1	2755
2025-05-14 08:53:28.593+02	2	0
2025-05-14 08:53:28.593+02	3	0
2025-05-14 08:53:28.635+02	1	2758
2025-05-14 08:53:28.636+02	2	0
2025-05-14 08:53:28.636+02	3	0
2025-05-14 08:53:28.651+02	1	2758
2025-05-14 08:53:28.652+02	2	0
2025-05-14 08:53:28.652+02	3	0
2025-05-14 08:53:28.667+02	1	2759
2025-05-14 08:53:28.668+02	2	0
2025-05-14 08:53:28.668+02	3	0
2025-05-14 08:53:28.686+02	1	2759
2025-05-14 08:53:28.686+02	2	0
2025-05-14 08:53:28.686+02	3	0
2025-05-14 08:53:28.701+02	1	2759
2025-05-14 08:53:28.702+02	2	0
