id;name;unit_id
d6138e26-68bf-4d67-bd91-ca3daa3e68a7;Voltage;bcca0275-a57a-4ac0-a6f8-77e730878d1b
6bb02cce-6a5a-47b6-bbb7-b9b908f03061;Current;7f264c6e-5e50-43cc-9eb0-cde8c5a22231
0ba4083c-44d6-49a0-87c1-a649e53fe0bd;Binary;
08f8a98a-b764-4b07-9295-13f06c6a8d6c;Digital;
