asset_failure_type_id;asset_id;failure_type_id;criticality
a5c22403-2821-4721-b826-8f5b1aa9881b;06fcd7d5-1fc6-4bc6-b00d-da274663d98d;702ab05a-7427-4a36-a298-0331bd56510a;3
