asset_maintenance_list_id;asset_id;maintenance_list_id
ad0b401c-29bd-418e-b7eb-03cb17021763;06fcd7d5-1fc6-4bc6-b00d-da274663d98d;30318c48-b3f2-48e6-9573-bf5a352913a2
0f4c31a3-eaee-4314-801b-42fbf0d03bde;06fcd7d5-1fc6-4bc6-b00d-da274663d98d;6dc75ddc-025f-4e03-beb4-5dbf3cdca70b
7ee1484f-96ba-4e01-ab74-f0510c3265eb;06fcd7d5-1fc6-4bc6-b00d-da274663d98d;748ea480-c56f-46fc-ac8c-81f720f94160
